Customer ID,first_name,last_name,email,city,credit_score,created_at,Date of Birth,Gender,Occupation,Annual Income,Branch Code,Customer Segment,Avg Monthly Balance,Current Balance,Account Type,Tenure with Bank,Risk Rating,Product Type,Product ID,Sale Date,Sales Value/Premium,Revenue Contribution,Status,Month,Quarter,Year,Seasonality Flag,Policy Type,Policy Term
YESB98272490,Mohit,Panchal,neeraj450.ahlawat681@hotmail.com,"H.No 218, VPO Kharkhoda, Jhajjar, Haryana",807,2020-12-22,1963-11-03,Female,Teacher,1988350,GGN001,High Net Worth,232302,240596,Salary,15y 11m,Low,,,,,,,,,,,,
YESB55297958,Sunil,Tiwari,pawan4660.jat996@icloud.com,"H.No 190, Railway Road, Charkhi Dadri, Haryana",310,2021-09-24,1984-03-10,Male,Teacher,921462,GGN005,Retail,142224,139419,Savings,3y 6m,High,,,,,,,,,,,,
YESB16632991,Kavita,Malik,vikram8798.saini285@outlook.com,"H.No 1170, Civil Lines, Ambala, Haryana",583,2021-11-28,1970-05-03,Male,Private Job,2239528,GGN003,High Net Worth,294495,266881,Savings,13y 10m,Medium,,,,,,,,,,,,
YESB68703760,Priyanka,Tyagi,sunita4401.duhan391@gmail.com,"H.No 653, Main Market, Rewari, Haryana",517,2022-07-16,1983-08-27,Female,Lawyer,2392847,GGN004,High Net Worth,333749,387981,Savings,5y 8m,Medium,,,,,,,,,,,,
YESB84495019,Ishwar,Bansal,yogesh8499.kaushik61@icloud.com,"H.No 606, VPO Kharkhoda, Bhiwani, Haryana",600,2020-04-17,1968-05-19,Female,Doctor,2385743,GGN002,High Net Worth,463225,427908,Savings,8y 11m,Medium,,,,,,,,,,,,
YESB82754124,Hawa,Mishra,ishwar649.rana499@yahoo.com,"H.No 1432, Civil Lines, Karnal, Haryana",835,2020-02-25,1979-08-19,Female,Engineer,844605,GGN002,Retail,167531,151664,Salary,4y 10m,Low,Credit Card,PROD101625,2023-09-21 00:00:00,0,1500,Closed,September,Q3,2023,Regular,,
YESB56331649,Mohit,Lather,dharmender655.sharma232@icloud.com,"H.No 852, Jhajjar Road, Rewari, Haryana",508,2021-08-27,1989-11-21,Female,Government Employee,752952,GGN002,Retail,73436,62034,Salary,15y 10m,Medium,,,,,,,,,,,,
YESB47866774,Ankit,Mishra,surender359.chauhan837@icloud.com,"H.No 524, VPO Meham, Gurugram, Haryana",479,2025-02-05,2007-08-20,Female,Freelancer,607898,GGN002,Retail,37854,43562,Salary,15y 1m,High,Mutual Fund,PROD117943,2024-11-10 00:00:00,312589,3125.89,Active,November,Q4,2024,Festive,,
YESB63826786,Ram,Ahlawat,anil7283.chauhan803@gmail.com,"H.No 137, Main Market, Hisar, Haryana",382,2021-08-13,1981-12-23,Female,Business Owner,1996478,GGN005,High Net Worth,194606,232288,Savings,9y 2m,High,Insurance,PROD114101,2023-05-21 00:00:00,54175,8126.25,Active,May,Q2,2023,Regular,Health,20
YESB65847957,Jaipal,Punia,dharmender9815.yadav887@outlook.com,"H.No 1113, Railway Road, Karnal, Haryana",466,2022-02-05,1994-07-27,Female,Farmer,629577,GGN005,SME,72654,63519,Salary,12y 1m,High,Fixed Deposit,PROD107460,2023-09-15 00:00:00,372836,1864.18,Active,September,Q3,2023,Regular,,
YESB30207256,Vikas,Gupta,pawan8846.chauhan137@gmail.com,"H.No 1367, Railway Road, Faridabad, Haryana",839,2021-12-16,1996-09-25,Female,Engineer,2223675,GGN002,High Net Worth,421611,458440,Salary,11y 1m,Low,,,,,,,,,,,,
YESB54309925,Vikas,Kundu,anita2143.panwar974@yahoo.com,"H.No 1058, VPO Meham, Kaithal, Haryana",835,2023-10-01,1983-03-05,Female,Business Owner,1739709,GGN001,High Net Worth,285173,257350,Savings,13y 9m,Low,,,,,,,,,,,,
YESB93973405,Kavita,Mishra,rakesh4612.deswal982@hotmail.com,"H.No 436, VPO Meham, Rewari, Haryana",508,2023-12-26,1979-09-29,Male,Freelancer,1170043,GGN004,SME,66821,74195,Savings,7y 4m,Medium,,,,,,,,,,,,
YESB73107503,Neeraj,Yadav,kuldeep1536.ahlawat738@outlook.com,"H.No 128, Model Town, Kaithal, Haryana",479,2025-10-06,1991-04-16,Female,Private Job,1799278,GGN004,High Net Worth,328566,280823,Salary,13y 2m,High,Loan,PROD121538,2024-09-15 00:00:00,3010859,60217.18,Pending,September,Q3,2024,Regular,,
YESB71443074,Ashok,Punia,rajesh7974.malik887@icloud.com,"H.No 953, Civil Lines, Rohtak, Haryana",563,2023-01-28,1966-04-23,Female,Doctor,1030361,GGN005,SME,61585,59318,Savings,11y 4m,Medium,,,,,,,,,,,,
YESB74584228,Sahil,Punia,vikas8993.tanwar977@gmail.com,"H.No 1497, Jhajjar Road, Panipat, Haryana",333,2024-11-29,1992-10-28,Male,Business Owner,2365529,GGN004,High Net Worth,340877,335555,Savings,15y 7m,High,,,,,,,,,,,,
YESB98256136,Kavita,Sharma,sanjay4565.grewal600@outlook.com,"H.No 139, Urban Estate, Yamunanagar, Haryana",635,2024-05-20,1974-01-10,Female,Private Job,1210091,GGN004,SME,78545,74658,Salary,7y 11m,Medium,Loan,PROD121944,2024-07-14 00:00:00,3591522,71830.44,Closed,July,Q3,2024,Regular,,
YESB55319769,Sunil,Punia,mohit923.bansal896@gmail.com,"H.No 1021, Main Market, Karnal, Haryana",429,2025-07-14,1967-01-01,Male,Private Job,2169515,GGN004,High Net Worth,335159,384667,Savings,1y 5m,High,,,,,,,,,,,,
YESB42571744,Krishan,Saini,rakesh3485.duhan302@yahoo.com,"H.No 1048, Sector 14, Gurugram, Haryana",508,2020-06-01,1978-10-02,Male,Doctor,1031478,GGN001,SME,89823,103153,Salary,11y 0m,Medium,,,,,,,,,,,,
YESB24120060,Seema,Yadav,ishwar3403.deswal278@yahoo.com,"H.No 433, Urban Estate, Palwal, Haryana",606,2022-07-28,2002-09-25,Female,Teacher,2005660,GGN004,High Net Worth,379940,449934,Savings,2y 7m,Medium,Fixed Deposit,PROD113451,2023-11-30 00:00:00,195589,977.95,Active,November,Q4,2023,Festive,,
YESB88723556,Dalbir,Beniwal,sunil4241.phogat748@outlook.com,"H.No 424, VPO Kharkhoda, Hisar, Haryana",843,2025-02-15,1997-03-26,Male,Engineer,475861,GGN002,Retail,94997,95667,Savings,8y 8m,Low,,,,,,,,,,,,
YESB60858927,Dalbir,Goel,deepak9535.khatri795@yahoo.com,"H.No 162, Jhajjar Road, Palwal, Haryana",359,2025-03-02,1967-05-29,Male,Doctor,1272898,GGN004,SME,188455,224663,Savings,3y 5m,High,Loan,PROD105132,2024-12-26 00:00:00,2987149,59742.98,Pending,December,Q4,2024,Festive,,
YESB94071414,Dharmender,Hooda,jagdish7879.hooda948@icloud.com,"H.No 221, Railway Road, Karnal, Haryana",762,2021-06-09,2001-03-27,Male,Freelancer,2156472,GGN005,High Net Worth,160614,179031,Savings,6y 10m,Low,,,,,,,,,,,,
YESB10827777,Sandeep,Dubey,manju7769.sangwan695@outlook.com,"H.No 138, Urban Estate, Bhiwani, Haryana",770,2021-08-06,1977-02-01,Female,Consultant,1737957,GGN004,High Net Worth,216293,241425,Savings,15y 9m,Low,Fixed Deposit,PROD120450,2024-12-15 00:00:00,951517,4757.59,Pending,December,Q4,2024,Festive,,
YESB11763376,Reena,Khatri,anita1660.tiwari798@yahoo.com,"H.No 374, Railway Road, Bhiwani, Haryana",837,2023-03-12,1994-10-21,Female,Private Job,1166842,GGN001,SME,70575,75088,Salary,9y 11m,Low,,,,,,,,,,,,
YESB98645093,Krishan,Shukla,rohtas7207.tayal710@gmail.com,"H.No 286, Main Market, Sirsa, Haryana",605,2024-12-05,1964-03-18,Female,Business Owner,1009766,GGN001,Retail,90282,105037,Salary,9y 5m,Medium,,,,,,,,,,,,
YESB43479728,Sandeep,Ahlawat,vikram4927.dubey521@hotmail.com,"H.No 466, Jhajjar Road, Jhajjar, Haryana",304,2022-10-08,1970-07-21,Male,Private Job,387568,GGN005,SME,42936,36861,Salary,5y 4m,High,,,,,,,,,,,,
YESB96255043,Priyanka,Mishra,anita8676.mittal256@outlook.com,"H.No 195, Sector 14, Panipat, Haryana",390,2024-11-28,1973-11-22,Female,Lawyer,682851,GGN001,SME,87410,72227,Savings,6y 5m,High,,,,,,,,,,,,
YESB50214471,Sandeep,Deswal,jagdish6167.bhardwaj970@outlook.com,"H.No 271, Urban Estate, Rohtak, Haryana",396,2020-11-23,1987-02-24,Male,Business Owner,585209,GGN004,Retail,82627,90228,Salary,7y 1m,High,Loan,PROD109844,2023-04-03 00:00:00,2446887,48937.74,Active,April,Q2,2023,Regular,,
YESB55974654,Amit,Goel,mohit1606.gupta205@icloud.com,"H.No 22, VPO Meham, Bhiwani, Haryana",404,2021-09-02,1983-02-12,Female,Teacher,1986623,GGN001,High Net Worth,167768,196681,Savings,1y 3m,High,,,,,,,,,,,,
YESB88191131,Rahul,Jangra,seema3393.dhankar602@icloud.com,"H.No 802, Railway Road, Sonipat, Haryana",844,2021-04-13,1958-02-14,Male,Government Employee,1535022,GGN003,High Net Worth,306468,350631,Savings,4y 11m,Low,Loan,PROD117446,2024-07-26 00:00:00,1441989,28839.78,Active,July,Q3,2024,Regular,,
YESB47856580,Vikas,Yadav,yogesh9584.dahiya760@gmail.com,"H.No 1417, Civil Lines, Palwal, Haryana",766,2023-02-13,1975-05-21,Male,Government Employee,1999812,GGN005,High Net Worth,394186,470400,Savings,9y 5m,Low,,,,,,,,,,,,
YESB32612159,Hawa,Chaudhary,satish3680.dubey778@yahoo.com,"H.No 974, Urban Estate, Charkhi Dadri, Haryana",846,2025-10-14,2001-07-07,Male,Engineer,884073,GGN003,SME,62671,52381,Savings,7y 9m,Low,,,,,,,,,,,,
YESB34675544,Om,Pandey,manoj8759.dahiya85@icloud.com,"H.No 1111, Main Market, Ambala, Haryana",594,2022-10-01,1970-08-10,Female,Government Employee,1951943,GGN004,High Net Worth,181845,211288,Savings,2y 3m,Medium,,,,,,,,,,,,
YESB22895474,Rohtas,Dubey,sanjay3763.dubey325@outlook.com,"H.No 505, Sector 14, Kaithal, Haryana",777,2025-01-28,1994-09-24,Male,Government Employee,2028555,GGN001,High Net Worth,198267,236894,Salary,9y 8m,Low,,,,,,,,,,,,
YESB13041359,Deepak,Mishra,reena5559.rana474@icloud.com,"H.No 1040, VPO Meham, Kaithal, Haryana",731,2024-08-26,1982-10-22,Male,Lawyer,2181793,GGN004,High Net Worth,224505,233310,Salary,12y 3m,Medium,,,,,,,,,,,,
YESB76407527,Vijay,Bhardwaj,suman5039.lather527@icloud.com,"H.No 1075, Railway Road, Jhajjar, Haryana",334,2023-06-29,1987-10-07,Female,Farmer,1349369,GGN004,SME,196169,213451,Savings,5y 3m,High,Insurance,PROD124421,2024-12-19 00:00:00,101572,15235.8,Closed,December,Q4,2024,Festive,General,20
YESB25797025,Sunita,Tayal,mohit8787.vats295@icloud.com,"H.No 976, Urban Estate, Kaithal, Haryana",602,2025-08-20,1970-12-27,Female,Private Job,846848,GGN001,Retail,55909,45185,Savings,6y 3m,Medium,,,,,,,,,,,,
YESB46538619,Rajesh,Hooda,sahil8702.hooda863@gmail.com,"H.No 1281, Sector 14, Faridabad, Haryana",775,2020-08-30,2001-12-24,Male,Doctor,950383,GGN001,SME,185285,212484,Savings,9y 10m,Low,Loan,PROD108639,2024-01-01 00:00:00,754833,15096.66,Closed,January,Q1,2024,Regular,,
YESB87254908,Naveen,Tomar,vikas3380.dahiya687@yahoo.com,"H.No 93, Sector 14, Bhiwani, Haryana",848,2021-09-04,1963-07-02,Male,Lawyer,699399,GGN003,SME,82485,78207,Savings,12y 2m,Low,,,,,,,,,,,,
YESB27048450,Kuldeep,Dalal,amit9586.kundu172@gmail.com,"H.No 791, Civil Lines, Jhajjar, Haryana",370,2020-11-13,1959-12-09,Female,Lawyer,352781,GGN004,SME,29599,29529,Salary,14y 9m,High,,,,,,,,,,,,
YESB83851198,Rahul,Panchal,jaipal3452.sheoran974@outlook.com,"H.No 1015, Railway Road, Charkhi Dadri, Haryana",333,2020-12-16,1960-08-28,Male,Consultant,990598,GGN005,Retail,83729,76715,Savings,11y 2m,High,,,,,,,,,,,,
YESB33238749,Sunita,Chaudhary,vijay7823.bhardwaj618@hotmail.com,"H.No 1403, Civil Lines, Yamunanagar, Haryana",622,2024-12-04,1999-04-05,Female,Government Employee,2352404,GGN001,High Net Worth,298209,303288,Salary,5y 6m,Medium,,,,,,,,,,,,
YESB13191323,Sumit,Mittal,yogesh5084.duhan411@yahoo.com,"H.No 1359, Main Market, Gurugram, Haryana",782,2020-12-10,1992-10-14,Female,Engineer,1865127,GGN002,High Net Worth,283506,291100,Savings,13y 6m,Low,,,,,,,,,,,,
YESB69418835,Parveen,Gehlot,rohtas8296.gehlot581@yahoo.com,"H.No 627, VPO Kalanaur, Palwal, Haryana",571,2023-07-20,1976-08-09,Male,Private Job,449316,GGN002,Retail,38399,33606,Savings,2y 5m,Medium,,,,,,,,,,,,
YESB47164516,Anil,Sharma,jaipal5631.chaudhary809@gmail.com,"H.No 1071, VPO Kalanaur, Rohtak, Haryana",518,2025-10-24,1965-01-02,Male,Consultant,558858,GGN003,SME,30667,27299,Salary,1y 5m,Medium,,,,,,,,,,,,
YESB62331854,Anil,Beniwal,sahil1048.ahlawat821@icloud.com,"H.No 1448, Main Market, Nuh, Haryana",314,2023-09-26,1990-06-28,Male,Business Owner,1017592,GGN005,SME,72314,79472,Savings,5y 10m,High,,,,,,,,,,,,
YESB16219777,Amit,Chauhan,sunil1895.yadav772@gmail.com,"H.No 579, Main Market, Yamunanagar, Haryana",391,2025-01-01,1977-04-02,Male,Engineer,1351163,GGN002,SME,78017,71772,Salary,1y 5m,High,,,,,,,,,,,,
YESB35990062,Sunita,Tomar,sumit7271.duhan27@hotmail.com,"H.No 231, Urban Estate, Kurukshetra, Haryana",642,2021-01-04,1965-08-21,Female,Government Employee,720368,GGN002,SME,47958,43500,Savings,4y 7m,Medium,Insurance,PROD101694,2024-10-08 00:00:00,223594,33539.1,Active,October,Q4,2024,Festive,Life,20
YESB35990062,Sunita,Tomar,sumit7271.duhan27@hotmail.com,"H.No 231, Urban Estate, Kurukshetra, Haryana",642,2021-01-04,1965-08-21,Female,Government Employee,720368,GGN002,SME,47958,43500,Savings,4y 7m,Medium,Insurance,PROD106533,2023-03-14 00:00:00,44931,6739.65,Pending,March,Q1,2023,FY End,General,24
YESB35990062,Sunita,Tomar,sumit7271.duhan27@hotmail.com,"H.No 231, Urban Estate, Kurukshetra, Haryana",642,2021-01-04,1965-08-21,Female,Government Employee,720368,GGN002,SME,47958,43500,Savings,4y 7m,Medium,Fixed Deposit,PROD118756,2023-12-28 00:00:00,135652,678.26,Active,December,Q4,2023,Festive,,
YESB35990062,Sunita,Tomar,sumit7271.duhan27@hotmail.com,"H.No 231, Urban Estate, Kurukshetra, Haryana",642,2021-01-04,1965-08-21,Female,Government Employee,720368,GGN002,SME,47958,43500,Savings,4y 7m,Medium,Credit Card,PROD121444,2023-01-26 00:00:00,0,1500,Closed,January,Q1,2023,Regular,,
YESB61952169,Vijay,Dahiya,seema5066.tyagi639@yahoo.com,"H.No 203, Model Town, Charkhi Dadri, Haryana",488,2019-05-06,1970-10-24,Female,Business Owner,1509204,GGN003,High Net Worth,211938,247708,Savings,7y 6m,High,Insurance,PROD111699,2024-07-17 00:00:00,141671,21250.65,Closed,July,Q3,2024,Regular,Life,7
YESB61952169,Vijay,Dahiya,seema5066.tyagi639@yahoo.com,"H.No 203, Model Town, Charkhi Dadri, Haryana",488,2019-05-06,1970-10-24,Female,Business Owner,1509204,GGN003,High Net Worth,211938,247708,Savings,7y 6m,High,Insurance,PROD116553,2023-08-19 00:00:00,199495,29924.25,Pending,August,Q3,2023,Regular,Health,18
YESB20681710,Rahul,Bansal,priyanka8422.bhardwaj492@icloud.com,"H.No 1146, Urban Estate, Rohtak, Haryana",793,2019-06-17,1953-12-19,Female,Consultant,2337156,GGN004,High Net Worth,156100,140862,Savings,13y 9m,Low,,,,,,,,,,,,
YESB90076812,Ajay,Gill,kuldeep5647.khatri429@icloud.com,"H.No 1024, VPO Meham, Palwal, Haryana",529,2024-06-21,1974-09-11,Female,Engineer,1768927,GGN004,High Net Worth,337566,353940,Salary,5y 6m,Medium,,,,,,,,,,,,
YESB16130920,Satish,Shukla,rahul6043.tiwari621@icloud.com,"H.No 28, Model Town, Palwal, Haryana",366,2025-09-22,2001-07-27,Male,Farmer,2261736,GGN005,High Net Worth,388223,325274,Salary,4y 1m,High,,,,,,,,,,,,
YESB33929733,Sushil,Shukla,vikas373.bansal893@hotmail.com,"H.No 475, Model Town, Panipat, Haryana",386,2022-10-19,1965-10-31,Female,Freelancer,2480610,GGN002,High Net Worth,209827,170329,Savings,1y 0m,High,,,,,,,,,,,,
YESB38647881,Satish,Beniwal,jagdish8014.saini400@hotmail.com,"H.No 241, VPO Kharkhoda, Faridabad, Haryana",705,2023-10-10,2003-03-11,Male,Private Job,2254074,GGN002,High Net Worth,154548,172081,Salary,4y 7m,Medium,,,,,,,,,,,,
YESB45042170,Dharmender,Verma,sahil771.jangra177@yahoo.com,"H.No 1156, Model Town, Palwal, Haryana",643,2023-05-23,2005-06-26,Female,Government Employee,898182,GGN001,SME,80867,80904,Savings,10y 6m,Medium,,,,,,,,,,,,
YESB53708148,Manoj,Aggarwal,dalbir3216.dalal765@gmail.com,"H.No 1481, Railway Road, Nuh, Haryana",590,2025-01-03,1955-05-21,Male,Private Job,902933,GGN003,SME,50814,59183,Salary,13y 9m,Medium,Insurance,PROD119737,2023-12-16 00:00:00,25948,3892.2,Closed,December,Q4,2023,Festive,General,23
YESB87906958,Krishan,Jangra,sandeep6504.panchal567@yahoo.com,"H.No 1020, Main Market, Palwal, Haryana",526,2023-08-06,1960-07-21,Female,Government Employee,2246206,GGN004,High Net Worth,179931,210952,Savings,3y 2m,Medium,Insurance,PROD102415,2023-03-25 00:00:00,72940,10941,Pending,March,Q1,2023,FY End,Health,20
YESB65630904,Ashok,Hooda,sandeep8550.jangra18@icloud.com,"H.No 813, VPO Kalanaur, Yamunanagar, Haryana",685,2022-09-21,1999-04-23,Female,Freelancer,1015339,GGN003,SME,99642,106702,Savings,15y 0m,Medium,Mutual Fund,PROD106520,2024-08-03 00:00:00,183597,1835.97,Pending,August,Q3,2024,Regular,,
YESB21235682,Sushil,Phogat,sahil9999.singhal180@icloud.com,"H.No 350, Railway Road, Charkhi Dadri, Haryana",389,2025-08-30,1979-04-09,Female,Business Owner,2045192,GGN001,High Net Worth,267821,300314,Salary,4y 11m,High,Fixed Deposit,PROD109856,2024-01-29 00:00:00,596213,2981.07,Pending,January,Q1,2024,Regular,,
YESB21235682,Sushil,Phogat,sahil9999.singhal180@icloud.com,"H.No 350, Railway Road, Charkhi Dadri, Haryana",389,2025-08-30,1979-04-09,Female,Business Owner,2045192,GGN001,High Net Worth,267821,300314,Salary,4y 11m,High,Credit Card,PROD117026,2024-11-06 00:00:00,0,1500,Pending,November,Q4,2024,Festive,,
YESB15374582,Surender,Tomar,sushil1355.phogat925@yahoo.com,"H.No 17, VPO Kharkhoda, Sonipat, Haryana",500,2021-10-23,1993-07-02,Male,Private Job,954866,GGN002,Retail,180044,214135,Salary,13y 1m,Medium,,,,,,,,,,,,
YESB23479151,Rajesh,Tomar,amit8298.beniwal50@yahoo.com,"H.No 1459, VPO Meham, Kaithal, Haryana",395,2024-03-31,1969-12-28,Male,Private Job,1619309,GGN001,High Net Worth,134589,123942,Salary,14y 6m,High,Insurance,PROD115554,2023-08-09 00:00:00,96469,14470.35,Pending,August,Q3,2023,Regular,Life,12
YESB24271627,Sunil,Jangra,krishan37.duhan487@icloud.com,"H.No 108, Railway Road, Sirsa, Haryana",754,2022-02-05,1966-06-27,Male,Farmer,1870020,GGN001,High Net Worth,278850,247804,Salary,7y 11m,Low,,,,,,,,,,,,
YESB36306989,Sunil,Lamba,reena7613.ahlawat233@hotmail.com,"H.No 70, Model Town, Faridabad, Haryana",372,2025-10-06,1956-03-17,Female,Farmer,2373803,GGN001,High Net Worth,124182,147601,Savings,12y 6m,High,,,,,,,,,,,,
YESB37992680,Balbir,Pandey,sandeep5857.saini737@yahoo.com,"H.No 635, VPO Meham, Palwal, Haryana",468,2024-09-10,1959-10-13,Female,Lawyer,977899,GGN003,Retail,63364,56519,Savings,15y 1m,High,,,,,,,,,,,,
YESB92981969,Ram,Verma,kuldeep5265.tanwar799@icloud.com,"H.No 376, Main Market, Nuh, Haryana",696,2023-01-15,2001-01-08,Male,Government Employee,315666,GGN005,Retail,19348,21513,Salary,9y 1m,Medium,Insurance,PROD102146,2024-09-18 00:00:00,137218,20582.7,Active,September,Q3,2024,Regular,Health,8
YESB76760185,Pawan,Rathi,dalbir2284.duhan334@outlook.com,"H.No 503, Urban Estate, Karnal, Haryana",509,2021-04-19,1984-06-17,Male,Farmer,2045021,GGN003,High Net Worth,252966,232137,Salary,2y 1m,Medium,,,,,,,,,,,,
YESB12483493,Ashok,Tanwar,jitender7695.rana181@outlook.com,"H.No 1433, VPO Kalanaur, Palwal, Haryana",605,2022-03-14,1954-10-27,Male,Government Employee,895762,GGN005,SME,115263,123432,Salary,1y 9m,Medium,,,,,,,,,,,,
YESB31373955,Amit,Jat,ishwar5462.pandey844@yahoo.com,"H.No 742, VPO Kharkhoda, Sonipat, Haryana",706,2023-02-08,1955-07-28,Male,Freelancer,2462432,GGN003,High Net Worth,350105,306977,Savings,6y 11m,Medium,,,,,,,,,,,,
YESB93747013,Rakesh,Goel,anil2520.ahlawat670@gmail.com,"H.No 1081, Model Town, Ambala, Haryana",687,2025-02-17,1956-07-05,Female,Consultant,1755516,GGN004,High Net Worth,342132,303237,Savings,12y 5m,Medium,,,,,,,,,,,,
YESB12520853,Ram,Bansal,sahil4899.grewal42@outlook.com,"H.No 14, Main Market, Nuh, Haryana",796,2025-09-20,1976-05-25,Male,Business Owner,847069,GGN002,Retail,168811,201800,Salary,7y 1m,Low,,,,,,,,,,,,
YESB55832154,Sanjay,Gill,jitender8076.beniwal370@outlook.com,"H.No 873, Civil Lines, Charkhi Dadri, Haryana",469,2021-10-06,1961-11-09,Male,Engineer,364139,GGN003,SME,42648,43932,Savings,11y 6m,High,,,,,,,,,,,,
YESB15532468,Rakesh,Tiwari,satish3646.deswal719@outlook.com,"H.No 345, Sector 14, Gurugram, Haryana",581,2022-01-06,1989-11-18,Male,Engineer,1766211,GGN003,High Net Worth,250776,206526,Savings,14y 4m,Medium,,,,,,,,,,,,
YESB92054237,Sandeep,Sharma,ashok3177.lamba513@hotmail.com,"H.No 898, Railway Road, Yamunanagar, Haryana",784,2024-05-15,1979-05-15,Female,Freelancer,426658,GGN005,SME,37050,33830,Salary,8y 9m,Low,,,,,,,,,,,,
YESB51542509,Sunil,Punia,sumit3301.shukla720@gmail.com,"H.No 886, Sector 14, Fatehabad, Haryana",666,2019-03-18,1972-09-11,Male,Freelancer,2196043,GGN004,High Net Worth,206526,213788,Savings,7y 0m,Medium,,,,,,,,,,,,
YESB38297278,Vikas,Lather,jitender7420.beniwal377@yahoo.com,"H.No 869, Main Market, Kurukshetra, Haryana",466,2024-06-10,1985-10-26,Male,Farmer,2181909,GGN005,High Net Worth,416628,462675,Savings,7y 0m,High,,,,,,,,,,,,
YESB23914500,Ram,Dahiya,sandeep5913.lamba543@hotmail.com,"H.No 402, Jhajjar Road, Karnal, Haryana",765,2020-09-16,2002-07-15,Female,Government Employee,1684453,GGN004,High Net Worth,298933,294826,Savings,13y 1m,Low,,,,,,,,,,,,
YESB36706434,Hawa,Panwar,sumit7379.dubey555@yahoo.com,"H.No 873, VPO Kharkhoda, Yamunanagar, Haryana",757,2023-01-11,1971-03-20,Female,Teacher,766390,GGN004,Retail,74922,70373,Savings,15y 5m,Low,Loan,PROD106525,2023-09-25 00:00:00,2421339,48426.78,Pending,September,Q3,2023,Regular,,
YESB42201964,Parveen,Khatri,ajay7595.dahiya476@hotmail.com,"H.No 243, Model Town, Jhajjar, Haryana",798,2020-11-25,1998-02-20,Female,Government Employee,2090506,GGN005,High Net Worth,292551,297170,Savings,10y 11m,Low,,,,,,,,,,,,
YESB92587679,Ishwar,Dalal,seema6310.kaushik137@gmail.com,"H.No 1468, VPO Meham, Yamunanagar, Haryana",756,2021-06-24,1957-10-18,Male,Consultant,310915,GGN004,SME,35984,39127,Savings,2y 6m,Low,,,,,,,,,,,,
YESB44823624,Krishan,Dahiya,meena3919.kundu576@hotmail.com,"H.No 519, Urban Estate, Faridabad, Haryana",764,2019-07-27,2007-03-24,Male,Freelancer,918754,GGN004,SME,86509,79024,Salary,14y 6m,Low,,,,,,,,,,,,
YESB40626369,Yogesh,Saini,suman3022.mittal471@outlook.com,"H.No 1346, VPO Kharkhoda, Bhiwani, Haryana",734,2019-07-19,1996-04-19,Female,Doctor,2170821,GGN004,High Net Worth,227005,225747,Savings,3y 10m,Medium,,,,,,,,,,,,
YESB30124085,Parveen,Duhan,seema5388.bansal707@icloud.com,"H.No 317, Railway Road, Jhajjar, Haryana",448,2023-10-18,1963-05-09,Female,Lawyer,2277065,GGN005,High Net Worth,389274,357735,Savings,2y 11m,High,,,,,,,,,,,,
YESB18785425,Vikram,Mittal,vijay752.malik74@icloud.com,"H.No 774, Railway Road, Sirsa, Haryana",435,2022-12-22,1956-10-19,Male,Private Job,1937288,GGN005,High Net Worth,292670,330544,Savings,6y 8m,High,Loan,PROD109206,2024-07-27 00:00:00,2295534,45910.68,Closed,July,Q3,2024,Regular,,
YESB73451450,Vijay,Mishra,kuldeep7941.ahlawat873@outlook.com,"H.No 976, VPO Kharkhoda, Fatehabad, Haryana",737,2020-04-24,2007-05-12,Female,Doctor,574285,GGN003,Retail,46285,44402,Salary,11y 1m,Medium,,,,,,,,,,,,
YESB71693601,Om,Sheoran,dharmender566.bansal364@outlook.com,"H.No 865, Main Market, Jhajjar, Haryana",385,2023-08-23,2005-01-24,Male,Business Owner,695003,GGN001,SME,58463,64254,Savings,12y 11m,High,,,,,,,,,,,,
YESB48486470,Rohtas,Aggarwal,parveen8844.bhardwaj868@icloud.com,"H.No 1229, Railway Road, Gurugram, Haryana",414,2021-03-01,1971-12-05,Female,Teacher,1807634,GGN005,High Net Worth,262755,237700,Savings,14y 11m,High,,,,,,,,,,,,
YESB92983247,Mohit,Gehlot,sanjay1735.beniwal123@gmail.com,"H.No 316, Model Town, Sirsa, Haryana",775,2024-05-20,1957-11-04,Male,Doctor,1787601,GGN001,High Net Worth,240422,287122,Savings,9y 5m,Low,Credit Card,PROD104771,2023-11-13 00:00:00,0,1500,Closed,November,Q4,2023,Festive,,
YESB19337367,Sandeep,Lather,vikram9065.malik15@outlook.com,"H.No 1079, Urban Estate, Ambala, Haryana",736,2025-04-20,1999-10-16,Female,Government Employee,1016282,GGN002,Retail,77882,89308,Savings,4y 7m,Medium,,,,,,,,,,,,
YESB68781515,Seema,Rathi,naveen9165.tayal597@outlook.com,"H.No 975, Urban Estate, Rewari, Haryana",598,2020-04-01,2000-07-31,Female,Lawyer,2337288,GGN005,High Net Worth,265819,297130,Salary,14y 11m,Medium,Loan,PROD107621,2023-10-18 00:00:00,2750709,55014.18,Active,October,Q4,2023,Festive,,
YESB34330023,Mohit,Mishra,reena5481.jat711@gmail.com,"H.No 734, Sector 14, Sonipat, Haryana",774,2024-05-27,1983-12-20,Male,Business Owner,2014720,GGN002,High Net Worth,175990,181662,Savings,5y 4m,Low,,,,,,,,,,,,
YESB27313429,Dalbir,Panwar,hawa6524.jangra524@outlook.com,"H.No 97, Railway Road, Palwal, Haryana",566,2023-12-18,2005-11-07,Female,Government Employee,498492,GGN004,SME,96098,77048,Savings,13y 8m,Medium,,,,,,,,,,,,
