Merchant ID,Merchant Firm Name,Merchant Name,Address,IFSC Code,GST Number,Proprietor DOB,Gender,Occupation,Annual Turnover,Branch Code,Customer Segment,Avg Monthly Balance,Current Balance,Account Type,Tenure with Bank,Risk Rating,Product Type,Product ID,Sale Date,Sales Value/Premium,Revenue Contribution,Status,Month,Quarter,Year,Seasonality Flag,Policy Type,Policy Term
YESB48590914,Malik Solutions,Rajesh Saini,"Plot 394, DLF Phase 1, Gurgaon, HR",YESB0000655,06ZDHXN8416W1Z5,1973-03-13,Male,Business Owner,4054415,GGN003,SME,1044472,1250352,Current,5y 7m,Medium,,,,,,,,,,,,
YESB58039005,Saini Trading Co,Sandeep Malik,"Plot 808, Sector 14, Gurgaon, HR",YESB0000655,06ATFOG3352D1Z2,1990-06-24,Male,Business Owner,8430785,GGN003,Corporate,1875132,1564800,Current,1y 3m,Medium,,,,,,,,,,,,
YESB88788421,Verma Ventures,Vijay Yadav,"Plot 526, Udyog Vihar, Gurgaon, HR",YESB0000655,06GWHKQ4646L1Z4,1998-08-24,Female,Business Owner,4822897,GGN004,SME,1167076,1033798,Current,6y 2m,Medium,,,,,,,,,,,,
YESB94462658,Verma Trading Co,Sanjay Sharma,"Plot 970, Cyber City, Gurgaon, HR",YESB0000655,06AHNYR5117T1Z0,1968-11-17,Female,Business Owner,1261590,GGN001,SME,326423,340656,Current,8y 11m,Medium,,,,,,,,,,,,
YESB40959740,Rathi Agencies,Ajay Saini,"Plot 236, DLF Phase 1, Gurgaon, HR",YESB0000655,06EPITO7119W1Z4,2000-08-08,Female,Business Owner,1476778,GGN003,SME,323106,278882,Current,5y 4m,Medium,,,,,,,,,,,,
YESB93415081,Sharma Solutions,Amit Dalal,"Plot 727, DLF Phase 1, Gurgaon, HR",YESB0000655,06DFFFZ2392Z1Z3,1979-10-19,Male,Business Owner,2955710,GGN004,SME,434833,478710,Current,2y 4m,Medium,,,,,,,,,,,,
YESB37282737,Yadav Solutions,Anil Rathi,"Plot 484, Sector 14, Gurgaon, HR",YESB0000655,06MAWBN2914I1Z0,1998-11-03,Female,Business Owner,9914013,GGN004,Corporate,2322507,1988595,Current,6y 9m,Medium,,,,,,,,,,,,
YESB97080804,Dalal Agencies,Vikram Hooda,"Plot 989, DLF Phase 1, Gurgaon, HR",YESB0000655,06KFFUG5664Q1Z9,1962-04-04,Male,Business Owner,1793343,GGN001,SME,463907,474284,Current,10y 2m,Medium,,,,,,,,,,,,
YESB91065182,Chaudhary Agencies,Sandeep Hooda,"Plot 780, Udyog Vihar, Gurgaon, HR",YESB0000655,06HIHOP0581J1Z9,1994-11-27,Female,Business Owner,8692201,GGN002,Corporate,1502462,1708777,Current,10y 3m,Medium,Loan,PROD103682,2024-08-12 00:00:00,2875524,57510.48,Pending,August,Q3,2024,Regular,,
YESB52176348,Saini Enterprises,Vikram Verma,"Plot 215, Cyber City, Gurgaon, HR",YESB0000655,06AERLO9066S1Z4,1987-09-30,Female,Business Owner,8150690,GGN004,Corporate,2152312,2018075,Current,1y 5m,Medium,,,,,,,,,,,,
YESB85060706,Yadav Trading Co,Deepak Saini,"Plot 980, Sector 14, Gurgaon, HR",YESB0000655,06DMBTY8755W1Z9,1998-01-08,Female,Business Owner,3685026,GGN002,SME,396973,390492,Current,1y 0m,Medium,,,,,,,,,,,,
YESB26130165,Yadav Agencies,Deepak Dalal,"Plot 843, Cyber City, Gurgaon, HR",YESB0000655,06NKACR4539M1Z9,1987-09-07,Female,Business Owner,6167090,GGN003,Corporate,1573276,1637326,Current,8y 2m,Medium,,,,,,,,,,,,
YESB83645690,Sharma Enterprises,Vikram Saini,"Plot 650, Sohna Road, Gurgaon, HR",YESB0000655,06VTGNZ3119V1Z9,1979-08-16,Male,Business Owner,2771939,GGN003,SME,389823,392450,Current,7y 11m,Medium,,,,,,,,,,,,
YESB46051541,Gupta Agencies,Ajay Rathi,"Plot 562, Sohna Road, Gurgaon, HR",YESB0000655,06WWQHX0678U1Z1,1979-11-02,Female,Business Owner,9335857,GGN002,Corporate,2366558,2213639,Current,4y 10m,Medium,Loan,PROD114913,2023-06-05 00:00:00,2511656,50233.12,Closed,June,Q2,2023,Regular,,
YESB26872276,Verma Ventures,Deepak Malik,"Plot 522, Sohna Road, Gurgaon, HR",YESB0000655,06UXZQF8788Y1Z8,1989-08-11,Female,Business Owner,1738543,GGN004,SME,219607,215201,Current,5y 6m,Medium,Mutual Fund,PROD102644,2024-03-15 00:00:00,409275,4092.75,Pending,March,Q1,2024,FY End,,
YESB74084938,Yadav Ventures,Ajay Rathi,"Plot 975, Sohna Road, Gurgaon, HR",YESB0000655,06NODJT3718J1Z4,1987-07-02,Female,Business Owner,8097621,GGN004,Corporate,1432988,1475071,Current,6y 3m,Medium,,,,,,,,,,,,
YESB20323289,Malik Enterprises,Manoj Dalal,"Plot 125, Cyber City, Gurgaon, HR",YESB0000655,06NWRIO5601O1Z7,1985-01-18,Female,Business Owner,8287772,GGN001,Corporate,2289130,1977108,Current,9y 6m,Medium,Insurance,PROD114410,2024-10-25 00:00:00,151178,22676.7,Pending,October,Q4,2024,Festive,General,17
YESB80177337,Verma Enterprises,Pawan Yadav,"Plot 377, DLF Phase 1, Gurgaon, HR",YESB0000655,06BBSYW8783U1Z9,1998-06-05,Female,Business Owner,9499469,GGN005,Corporate,1805181,2109672,Current,9y 6m,Medium,,,,,,,,,,,,
YESB34618121,Chaudhary Enterprises,Rakesh Verma,"Plot 382, Cyber City, Gurgaon, HR",YESB0000655,06RZKHI9999A1Z3,1982-03-07,Female,Business Owner,6367211,GGN002,Corporate,1674466,1664798,Current,5y 0m,Medium,Insurance,PROD106879,2023-09-10 00:00:00,45936,6890.4,Active,September,Q3,2023,Regular,General,15
YESB30172697,Verma Agencies,Amit Chaudhary,"Plot 234, DLF Phase 1, Gurgaon, HR",YESB0000655,06QVPRZ9373Z1Z7,1977-09-10,Male,Business Owner,2825753,GGN003,SME,705869,740099,Current,6y 4m,Medium,,,,,,,,,,,,
YESB78853928,Malik Enterprises,Ajay Chaudhary,"Plot 798, Sector 14, Gurgaon, HR",YESB0000655,06VWRQW5093X1Z2,1992-09-08,Male,Business Owner,4167725,GGN001,SME,668771,682047,Current,9y 2m,Medium,,,,,,,,,,,,
YESB12500661,Yadav Solutions,Vikram Malik,"Plot 585, Udyog Vihar, Gurgaon, HR",YESB0000655,06FWZNT4525H1Z4,1988-02-13,Male,Business Owner,2772267,GGN005,SME,336268,336471,Current,3y 5m,Medium,,,,,,,,,,,,
YESB11462203,Saini Agencies,Pawan Saini,"Plot 237, Udyog Vihar, Gurgaon, HR",YESB0000655,06MIPYK3807R1Z7,1991-03-04,Female,Business Owner,9360724,GGN004,Corporate,1162597,1100821,Current,8y 11m,Medium,,,,,,,,,,,,
YESB38887291,Saini Enterprises,Sandeep Rathi,"Plot 469, Cyber City, Gurgaon, HR",YESB0000655,06DFBBC8964C1Z2,1963-04-18,Female,Business Owner,3149479,GGN002,SME,802326,814252,Current,1y 4m,Medium,,,,,,,,,,,,
YESB71847926,Dalal Enterprises,Rajesh Saini,"Plot 203, Sohna Road, Gurgaon, HR",YESB0000655,06AKSGB6314T1Z5,1973-05-11,Male,Business Owner,4864897,GGN001,SME,1306974,1521886,Current,2y 11m,Medium,,,,,,,,,,,,
YESB86200059,Yadav Enterprises,Anil Hooda,"Plot 806, Udyog Vihar, Gurgaon, HR",YESB0000655,06MCIZT0275C1Z7,1975-07-24,Female,Business Owner,3669815,GGN004,SME,709124,721268,Current,1y 10m,Medium,Loan,PROD109783,2023-09-28 00:00:00,637417,12748.34,Active,September,Q3,2023,Regular,,
YESB73358151,Sharma Solutions,Kuldeep Verma,"Plot 62, Cyber City, Gurgaon, HR",YESB0000655,06RNVKR2443O1Z3,1991-05-14,Female,Business Owner,4013487,GGN003,SME,1093314,1033922,Current,2y 4m,Medium,,,,,,,,,,,,
YESB27195611,Gupta Solutions,Naveen Dalal,"Plot 982, DLF Phase 1, Gurgaon, HR",YESB0000655,06VCBPA9666V1Z9,1990-06-19,Male,Business Owner,4762110,GGN003,SME,1380608,1508688,Current,1y 3m,Medium,Fixed Deposit,PROD111275,2024-04-07 00:00:00,635486,3177.43,Closed,April,Q2,2024,Regular,,
YESB27195611,Gupta Solutions,Naveen Dalal,"Plot 982, DLF Phase 1, Gurgaon, HR",YESB0000655,06VCBPA9666V1Z9,1990-06-19,Male,Business Owner,4762110,GGN003,SME,1380608,1508688,Current,1y 3m,Medium,Fixed Deposit,PROD115428,2024-08-18 00:00:00,460626,2303.13,Active,August,Q3,2024,Regular,,
YESB49718757,Saini Enterprises,Sandeep Sharma,"Plot 982, DLF Phase 1, Gurgaon, HR",YESB0000655,06NORGU7190A1Z0,1996-02-29,Male,Business Owner,4971995,GGN001,SME,637634,561543,Current,5y 1m,Medium,Loan,PROD112438,2024-05-23 00:00:00,3076186,61523.72,Closed,May,Q2,2024,Regular,,
YESB49718757,Saini Enterprises,Sandeep Sharma,"Plot 982, DLF Phase 1, Gurgaon, HR",YESB0000655,06NORGU7190A1Z0,1996-02-29,Male,Business Owner,4971995,GGN001,SME,637634,561543,Current,5y 1m,Medium,Fixed Deposit,PROD124383,2024-08-06 00:00:00,860259,4301.3,Pending,August,Q3,2024,Regular,,
YESB85777062,Rathi Solutions,Pawan Yadav,"Plot 895, Cyber City, Gurgaon, HR",YESB0000655,06CAXYT6207F1Z4,1984-12-08,Female,Business Owner,2485554,GGN005,SME,286319,249534,Current,8y 4m,Medium,,,,,,,,,,,,
YESB49618448,Gupta Enterprises,Manoj Sharma,"Plot 371, Cyber City, Gurgaon, HR",YESB0000655,06KSCVX2724R1Z9,1981-11-22,Male,Business Owner,8948902,GGN005,Corporate,1984094,1816313,Current,10y 5m,Medium,,,,,,,,,,,,
YESB93685271,Verma Trading Co,Naveen Malik,"Plot 498, Sector 14, Gurgaon, HR",YESB0000655,06IBNXX5902G1Z9,1973-08-05,Male,Business Owner,6855485,GGN003,Corporate,1969835,1848944,Current,9y 7m,Medium,,,,,,,,,,,,
YESB55172664,Verma Enterprises,Naveen Dalal,"Plot 723, Sohna Road, Gurgaon, HR",YESB0000655,06BLXMV5166D1Z3,1996-07-16,Female,Business Owner,6267311,GGN003,Corporate,903180,791569,Current,1y 8m,Medium,,,,,,,,,,,,
YESB98520638,Hooda Trading Co,Manoj Yadav,"Plot 184, Cyber City, Gurgaon, HR",YESB0000655,06VGSVB7461Y1Z4,1977-10-25,Female,Business Owner,6598985,GGN003,Corporate,1805874,1966722,Current,8y 8m,Medium,Fixed Deposit,PROD118137,2024-01-19 00:00:00,410623,2053.12,Closed,January,Q1,2024,Regular,,
YESB64108607,Rathi Enterprises,Sandeep Verma,"Plot 25, DLF Phase 1, Gurgaon, HR",YESB0000655,06XRDWO8841Y1Z8,1962-02-16,Female,Business Owner,9803653,GGN005,Corporate,1092256,1117443,Current,5y 4m,Medium,,,,,,,,,,,,
YESB77168619,Rathi Ventures,Sandeep Hooda,"Plot 214, Sohna Road, Gurgaon, HR",YESB0000655,06WYLHT8398O1Z6,1983-04-17,Female,Business Owner,6504856,GGN005,Corporate,887763,1032328,Current,10y 7m,Medium,,,,,,,,,,,,
YESB46937431,Rathi Agencies,Anil Dalal,"Plot 67, DLF Phase 1, Gurgaon, HR",YESB0000655,06JQITA5888C1Z8,1982-07-21,Female,Business Owner,3544776,GGN004,SME,571533,569621,Current,7y 7m,Medium,,,,,,,,,,,,
YESB39635252,Chaudhary Solutions,Rakesh Gupta,"Plot 703, Cyber City, Gurgaon, HR",YESB0000655,06JHGGO0417Y1Z9,1965-01-03,Male,Business Owner,6869163,GGN005,Corporate,1868266,1737025,Current,3y 5m,Medium,,,,,,,,,,,,
YESB99694491,Sharma Trading Co,Rajesh Saini,"Plot 323, Udyog Vihar, Gurgaon, HR",YESB0000655,06AKDUC5650U1Z1,1966-04-22,Male,Business Owner,5801623,GGN005,Corporate,1348527,1357642,Current,3y 5m,Medium,,,,,,,,,,,,
YESB13797468,Chaudhary Enterprises,Vijay Sharma,"Plot 637, DLF Phase 1, Gurgaon, HR",YESB0000655,06CUGMT0307N1Z5,1994-06-07,Female,Business Owner,4800720,GGN004,SME,1123904,1166555,Current,5y 11m,Medium,Fixed Deposit,PROD119812,2023-08-11 00:00:00,592700,2963.5,Active,August,Q3,2023,Regular,,
YESB20400152,Sharma Agencies,Vijay Rathi,"Plot 549, Udyog Vihar, Gurgaon, HR",YESB0000655,06YSMXF4336A1Z6,1963-07-06,Male,Business Owner,1618298,GGN005,SME,298582,265723,Current,9y 2m,Medium,Fixed Deposit,PROD124432,2024-05-05 00:00:00,493311,2466.55,Active,May,Q2,2024,Regular,,
YESB27201488,Hooda Agencies,Sunil Rathi,"Plot 446, Cyber City, Gurgaon, HR",YESB0000655,06ZJNQF1296D1Z1,1991-01-06,Female,Business Owner,1580031,GGN005,SME,422083,385255,Current,9y 3m,Medium,,,,,,,,,,,,
YESB73955959,Gupta Enterprises,Ajay Verma,"Plot 347, DLF Phase 1, Gurgaon, HR",YESB0000655,06MIKKB2100Q1Z0,1994-12-05,Male,Business Owner,8164102,GGN004,Corporate,2145539,2097183,Current,4y 2m,Medium,,,,,,,,,,,,
YESB20716619,Malik Solutions,Deepak Sharma,"Plot 265, Sector 14, Gurgaon, HR",YESB0000655,06HAYBE4869C1Z9,1984-05-02,Female,Business Owner,5303055,GGN005,Corporate,872289,781137,Current,10y 2m,Medium,Insurance,PROD118644,2024-05-23 00:00:00,116499,17474.85,Pending,May,Q2,2024,Regular,General,14
YESB63487008,Malik Solutions,Anil Verma,"Plot 632, Udyog Vihar, Gurgaon, HR",YESB0000655,06UTMBA5826E1Z6,1968-02-05,Male,Business Owner,7352012,GGN003,Corporate,1820832,1742915,Current,1y 11m,Medium,Credit Card,PROD114352,2024-04-06 00:00:00,0,1500,Active,April,Q2,2024,Regular,,
YESB63487008,Malik Solutions,Anil Verma,"Plot 632, Udyog Vihar, Gurgaon, HR",YESB0000655,06UTMBA5826E1Z6,1968-02-05,Male,Business Owner,7352012,GGN003,Corporate,1820832,1742915,Current,1y 11m,Medium,Credit Card,PROD115388,2023-12-23 00:00:00,0,1500,Closed,December,Q4,2023,Festive,,
YESB63487008,Malik Solutions,Anil Verma,"Plot 632, Udyog Vihar, Gurgaon, HR",YESB0000655,06UTMBA5826E1Z6,1968-02-05,Male,Business Owner,7352012,GGN003,Corporate,1820832,1742915,Current,1y 11m,Medium,Loan,PROD123831,2023-09-11 00:00:00,2081096,41621.92,Pending,September,Q3,2023,Regular,,
YESB43343780,Gupta Agencies,Kuldeep Yadav,"Plot 940, Udyog Vihar, Gurgaon, HR",YESB0000655,06DONOI5755U1Z3,1997-05-17,Male,Business Owner,7697801,GGN002,Corporate,1825113,1942930,Current,2y 7m,Medium,,,,,,,,,,,,
YESB59082210,Chaudhary Enterprises,Deepak Sharma,"Plot 824, Sector 14, Gurgaon, HR",YESB0000655,06IJKAG4127B1Z9,1963-09-06,Male,Business Owner,4516349,GGN004,SME,717880,826822,Current,10y 8m,Medium,Credit Card,PROD108328,2024-11-13 00:00:00,0,1500,Pending,November,Q4,2024,Festive,,
YESB70636156,Malik Solutions,Pawan Dalal,"Plot 913, Sector 14, Gurgaon, HR",YESB0000655,06JUTVE9835Y1Z9,1967-03-26,Male,Business Owner,8632932,GGN002,Corporate,1564779,1740647,Current,5y 7m,Medium,,,,,,,,,,,,
YESB39099803,Dalal Solutions,Rakesh Yadav,"Plot 412, Udyog Vihar, Gurgaon, HR",YESB0000655,06LUUOJ7212L1Z2,1980-01-25,Male,Business Owner,3203990,GGN001,SME,560566,548329,Current,2y 8m,Medium,,,,,,,,,,,,
YESB86928814,Malik Solutions,Manoj Saini,"Plot 10, Sohna Road, Gurgaon, HR",YESB0000655,06BPWCQ4270H1Z2,1976-01-18,Male,Business Owner,2228133,GGN003,SME,423165,381864,Current,7y 11m,Medium,Insurance,PROD108944,2023-01-02 00:00:00,25174,3776.1,Pending,January,Q1,2023,Regular,Health,19
YESB30108513,Verma Trading Co,Naveen Malik,"Plot 948, Udyog Vihar, Gurgaon, HR",YESB0000655,06XKCPL8463X1Z9,1996-09-26,Male,Business Owner,7479312,GGN004,Corporate,1479323,1718834,Current,5y 10m,Medium,,,,,,,,,,,,
YESB41908090,Dalal Enterprises,Ajay Verma,"Plot 843, Sohna Road, Gurgaon, HR",YESB0000655,06LXWZA4359V1Z4,1991-09-13,Female,Business Owner,4379763,GGN002,SME,1105657,1029822,Current,2y 6m,Medium,,,,,,,,,,,,
YESB62395159,Hooda Agencies,Sanjay Verma,"Plot 975, Sohna Road, Gurgaon, HR",YESB0000655,06HCRUB8904V1Z1,1962-12-04,Female,Business Owner,3457517,GGN004,SME,1028811,1164718,Current,8y 5m,Medium,Insurance,PROD103008,2024-12-02 00:00:00,160092,24013.8,Pending,December,Q4,2024,Festive,Life,10
YESB49517459,Saini Ventures,Sandeep Hooda,"Plot 648, Sohna Road, Gurgaon, HR",YESB0000655,06YGOFP4963F1Z7,1972-10-31,Female,Business Owner,7283630,GGN003,Corporate,1091708,874844,Current,5y 7m,Medium,,,,,,,,,,,,
YESB21150790,Yadav Trading Co,Naveen Verma,"Plot 348, DLF Phase 1, Gurgaon, HR",YESB0000655,06CZEYC2586K1Z2,1984-06-12,Male,Business Owner,5059960,GGN003,Corporate,1018416,929181,Current,4y 5m,Medium,,,,,,,,,,,,
YESB66601032,Yadav Ventures,Sandeep Chaudhary,"Plot 562, Sohna Road, Gurgaon, HR",YESB0000655,06MGDJR3028P1Z6,1991-10-28,Female,Business Owner,4534910,GGN003,SME,1217526,1262618,Current,5y 6m,Medium,,,,,,,,,,,,
YESB17105674,Chaudhary Trading Co,Vijay Dalal,"Plot 15, Sohna Road, Gurgaon, HR",YESB0000655,06XKDOI8776G1Z3,1995-03-18,Male,Business Owner,6270974,GGN005,Corporate,1603755,1920053,Current,10y 5m,Medium,,,,,,,,,,,,
YESB68205122,Malik Trading Co,Sanjay Malik,"Plot 37, Sector 14, Gurgaon, HR",YESB0000655,06NKISR3973W1Z9,1994-06-04,Female,Business Owner,9807550,GGN003,Corporate,1523078,1347779,Current,6y 10m,Medium,Mutual Fund,PROD117818,2023-03-19 00:00:00,422444,4224.44,Pending,March,Q1,2023,FY End,,
YESB68205122,Malik Trading Co,Sanjay Malik,"Plot 37, Sector 14, Gurgaon, HR",YESB0000655,06NKISR3973W1Z9,1994-06-04,Female,Business Owner,9807550,GGN003,Corporate,1523078,1347779,Current,6y 10m,Medium,Fixed Deposit,PROD119832,2023-02-09 00:00:00,896361,4481.81,Pending,February,Q1,2023,Regular,,
YESB68205122,Malik Trading Co,Sanjay Malik,"Plot 37, Sector 14, Gurgaon, HR",YESB0000655,06NKISR3973W1Z9,1994-06-04,Female,Business Owner,9807550,GGN003,Corporate,1523078,1347779,Current,6y 10m,Medium,Loan,PROD124144,2023-04-26 00:00:00,2828508,56570.16,Pending,April,Q2,2023,Regular,,
YESB17687353,Saini Enterprises,Manoj Hooda,"Plot 978, Udyog Vihar, Gurgaon, HR",YESB0000655,06XAFBC5898A1Z3,1968-12-29,Female,Business Owner,1579806,GGN004,SME,464413,425140,Current,5y 5m,Medium,,,,,,,,,,,,
YESB70536359,Rathi Agencies,Sunil Yadav,"Plot 750, Cyber City, Gurgaon, HR",YESB0000655,06LXNPL1931U1Z3,1989-04-07,Female,Business Owner,5655149,GGN004,Corporate,1197469,1320347,Current,7y 11m,Medium,,,,,,,,,,,,
YESB67016574,Sharma Solutions,Naveen Chaudhary,"Plot 474, Sohna Road, Gurgaon, HR",YESB0000655,06ICBRA8635K1Z9,1983-12-05,Female,Business Owner,3928687,GGN005,SME,1154218,1300972,Current,2y 4m,Medium,,,,,,,,,,,,
YESB16858624,Saini Ventures,Vijay Chaudhary,"Plot 415, DLF Phase 1, Gurgaon, HR",YESB0000655,06NQDTP1608F1Z2,1982-04-17,Male,Business Owner,5291898,GGN001,Corporate,812315,905975,Current,7y 9m,Medium,,,,,,,,,,,,
YESB12367182,Chaudhary Enterprises,Manoj Yadav,"Plot 851, Sector 14, Gurgaon, HR",YESB0000655,06ZMYSS6894W1Z7,1981-04-22,Male,Business Owner,4836420,GGN005,SME,1039426,1011402,Current,10y 6m,Medium,Credit Card,PROD116264,2023-03-03 00:00:00,0,1500,Closed,March,Q1,2023,FY End,,
YESB56869859,Rathi Agencies,Amit Dalal,"Plot 651, Udyog Vihar, Gurgaon, HR",YESB0000655,06CLJBI1368U1Z5,1973-04-21,Male,Business Owner,6109458,GGN005,Corporate,1170496,1348518,Current,7y 11m,Medium,,,,,,,,,,,,
YESB22903001,Sharma Ventures,Vijay Verma,"Plot 920, Sector 14, Gurgaon, HR",YESB0000655,06ZNKXA3898K1Z4,1986-07-21,Male,Business Owner,8634600,GGN005,Corporate,1322908,1297150,Current,4y 9m,Medium,,,,,,,,,,,,
YESB57989942,Verma Trading Co,Rakesh Dalal,"Plot 405, Udyog Vihar, Gurgaon, HR",YESB0000655,06QQJQZ7779J1Z2,2001-01-26,Female,Business Owner,6691449,GGN004,Corporate,1304199,1222584,Current,3y 4m,Medium,Fixed Deposit,PROD102393,2024-03-20 00:00:00,333596,1667.98,Pending,March,Q1,2024,FY End,,
YESB10519025,Saini Agencies,Rajesh Sharma,"Plot 891, DLF Phase 1, Gurgaon, HR",YESB0000655,06FNMNL9359R1Z6,1995-12-22,Male,Business Owner,2020470,GGN005,SME,296347,276703,Current,2y 0m,Medium,Loan,PROD109988,2023-07-18 00:00:00,3082069,61641.38,Closed,July,Q3,2023,Regular,,
YESB86971237,Chaudhary Trading Co,Sanjay Yadav,"Plot 19, Cyber City, Gurgaon, HR",YESB0000655,06FKMQL2228V1Z6,1970-09-01,Male,Business Owner,7801969,GGN004,Corporate,1653064,1845695,Current,9y 6m,Medium,,,,,,,,,,,,
YESB66460469,Yadav Solutions,Sandeep Verma,"Plot 468, Sector 14, Gurgaon, HR",YESB0000655,06SITCP0095N1Z6,1993-10-03,Male,Business Owner,5470026,GGN003,Corporate,1205229,1267615,Current,7y 3m,Medium,,,,,,,,,,,,
YESB81610728,Yadav Enterprises,Sunil Verma,"Plot 73, Sector 14, Gurgaon, HR",YESB0000655,06SVYIA5246C1Z1,1997-05-22,Male,Business Owner,7131013,GGN001,Corporate,869817,935402,Current,3y 9m,Medium,Insurance,PROD105362,2024-01-10 00:00:00,30704,4605.6,Active,January,Q1,2024,Regular,Life,23
YESB55204013,Malik Agencies,Naveen Chaudhary,"Plot 515, Cyber City, Gurgaon, HR",YESB0000655,06NDHXG3958X1Z6,1998-01-15,Male,Business Owner,8587627,GGN003,Corporate,2304782,2306765,Current,9y 1m,Medium,,,,,,,,,,,,
YESB75866252,Gupta Solutions,Manoj Gupta,"Plot 938, Sohna Road, Gurgaon, HR",YESB0000655,06QRBQM0832Q1Z5,1997-10-11,Female,Business Owner,6549183,GGN005,Corporate,948767,847187,Current,9y 7m,Medium,,,,,,,,,,,,
YESB43872581,Chaudhary Enterprises,Rajesh Saini,"Plot 872, Cyber City, Gurgaon, HR",YESB0000655,06IKWTO8618Q1Z3,1986-04-04,Female,Business Owner,5033122,GGN001,Corporate,718381,608411,Current,4y 11m,Medium,,,,,,,,,,,,
YESB33298503,Saini Enterprises,Vijay Verma,"Plot 765, Udyog Vihar, Gurgaon, HR",YESB0000655,06HPZRO3465Z1Z3,1994-08-21,Female,Business Owner,2392562,GGN003,SME,655854,738887,Current,6y 8m,Medium,,,,,,,,,,,,
YESB38901612,Hooda Solutions,Vijay Sharma,"Plot 291, Sector 14, Gurgaon, HR",YESB0000655,06OBJKT5295R1Z9,1968-10-21,Female,Business Owner,9838856,GGN001,Corporate,1689363,1917141,Current,10y 2m,Medium,,,,,,,,,,,,
YESB86218580,Gupta Solutions,Vijay Saini,"Plot 46, DLF Phase 1, Gurgaon, HR",YESB0000655,06GQACY5575Y1Z6,1998-02-28,Female,Business Owner,7420230,GGN003,Corporate,812951,854511,Current,9y 3m,Medium,Fixed Deposit,PROD117512,2024-07-17 00:00:00,486161,2430.8,Closed,July,Q3,2024,Regular,,
YESB39909830,Rathi Ventures,Rakesh Rathi,"Plot 113, Udyog Vihar, Gurgaon, HR",YESB0000655,06FKCFQ1488H1Z7,1963-01-27,Male,Business Owner,8965092,GGN005,Corporate,1095956,991162,Current,9y 3m,Medium,,,,,,,,,,,,
YESB44472163,Sharma Trading Co,Ajay Hooda,"Plot 911, Sector 14, Gurgaon, HR",YESB0000655,06IENBI3803H1Z3,1961-11-29,Female,Business Owner,3255297,GGN001,SME,697358,720782,Current,6y 8m,Medium,,,,,,,,,,,,
YESB37808992,Yadav Agencies,Rakesh Saini,"Plot 551, DLF Phase 1, Gurgaon, HR",YESB0000655,06RILGI0287V1Z7,1970-06-23,Female,Business Owner,7869007,GGN004,Corporate,2346293,2041714,Current,5y 9m,Medium,,,,,,,,,,,,
YESB87016506,Dalal Ventures,Manoj Yadav,"Plot 247, Udyog Vihar, Gurgaon, HR",YESB0000655,06PMXOC7942D1Z1,1980-05-19,Male,Business Owner,9821819,GGN003,Corporate,2498634,2980700,Current,6y 9m,Medium,,,,,,,,,,,,
YESB65292989,Malik Agencies,Sanjay Verma,"Plot 115, Cyber City, Gurgaon, HR",YESB0000655,06WIFAF5136O1Z8,1996-11-08,Female,Business Owner,1525653,GGN003,SME,456417,521285,Current,1y 6m,Medium,,,,,,,,,,,,
YESB38219884,Gupta Ventures,Pawan Yadav,"Plot 81, Cyber City, Gurgaon, HR",YESB0000655,06BSAPK6374Y1Z6,1966-02-17,Male,Business Owner,8247038,GGN001,Corporate,961998,1143600,Current,8y 3m,Medium,,,,,,,,,,,,
YESB52479823,Gupta Trading Co,Vijay Hooda,"Plot 950, Sohna Road, Gurgaon, HR",YESB0000655,06DLTXT8294A1Z9,2000-01-23,Female,Business Owner,8746968,GGN003,Corporate,1269302,1275649,Current,7y 11m,Medium,,,,,,,,,,,,
YESB22950932,Rathi Enterprises,Pawan Sharma,"Plot 109, DLF Phase 1, Gurgaon, HR",YESB0000655,06RCLZI2638O1Z5,1995-04-06,Male,Business Owner,4900077,GGN001,SME,1356595,1459970,Current,3y 11m,Medium,Loan,PROD101541,2024-09-04 00:00:00,817092,16341.84,Closed,September,Q3,2024,Regular,,
YESB47402928,Malik Ventures,Amit Hooda,"Plot 99, Cyber City, Gurgaon, HR",YESB0000655,06WANRF6624V1Z1,1971-05-17,Female,Business Owner,5373127,GGN004,Corporate,770314,711971,Current,8y 2m,Medium,Insurance,PROD101940,2024-08-27 00:00:00,244638,36695.7,Closed,August,Q3,2024,Regular,Life,9
YESB57753690,Gupta Agencies,Deepak Verma,"Plot 755, Cyber City, Gurgaon, HR",YESB0000655,06VYYDO0659N1Z6,1965-03-23,Female,Business Owner,7395101,GGN005,Corporate,2109995,2044634,Current,10y 7m,Medium,,,,,,,,,,,,
YESB63647314,Gupta Solutions,Kuldeep Saini,"Plot 765, Sohna Road, Gurgaon, HR",YESB0000655,06HFUKK2775B1Z7,1982-01-02,Male,Business Owner,4509752,GGN002,SME,1124906,1158695,Current,3y 11m,Medium,Mutual Fund,PROD110506,2023-06-14 00:00:00,411535,4115.35,Active,June,Q2,2023,Regular,,
YESB45104232,Malik Ventures,Deepak Malik,"Plot 386, DLF Phase 1, Gurgaon, HR",YESB0000655,06XOUYW7829Q1Z9,1961-10-20,Female,Business Owner,3204256,GGN003,SME,627513,607301,Current,10y 9m,Medium,Fixed Deposit,PROD101361,2024-03-18 00:00:00,173336,866.68,Pending,March,Q1,2024,FY End,,
